,oat,humidity,windspeed,cloudcover,solar,sr
2021-04-06 09:45:00,51.79,68.0,3.11,0.0,295.1552693936438,295.1552693936438
2021-04-06 10:00:00,52.81,67.0,3.3,0.0,319.85031602055335,319.85031602055335
2021-04-06 10:15:00,53.78,66.0,3.5,0.01,347.2978534784856,347.2978534784856
2021-04-06 10:30:00,54.58,65.0,3.59,0.03,375.76988008229387,375.76988008229387
2021-04-06 10:45:00,55.9,62.0,4.26,0.04,410.05331222228364,410.05331222228364
2021-04-06 11:00:00,56.55,61.0,4.47,0.06,435.28455803393643,435.28455803393643
2021-04-06 11:15:00,57.2,61.0,4.63,0.06,448.94853631187334,448.94853631187334
2021-04-06 11:30:00,57.7,61.0,4.83,0.07,463.875716512391,463.875716512391
2021-04-06 11:45:00,58.04,60.0,5.05,0.07,476.0659684576885,476.0659684576885
2021-04-06 12:00:00,58.25,60.0,5.23,0.08,486.1555116856456,486.1555116856456
2021-04-06 12:15:00,58.56,61.0,5.39,0.09,491.93885438462814,491.93885438462814
2021-04-06 12:30:00,58.81,62.0,5.52,0.1,495.644820896547,495.644820896547
2021-04-06 12:45:00,58.26,66.0,5.68,0.11,492.6724213264756,492.6724213264756
2021-04-06 13:00:00,59.01,64.0,5.78,0.12,498.47544436067966,498.47544436067966
2021-04-06 13:15:00,59.05,65.0,5.92,0.14,499.5695988786281,499.5695988786281
2021-04-06 13:30:00,59.0,65.0,6.02,0.15,499.12565602413974,499.12565602413974
2021-04-06 13:45:00,58.96,66.0,6.21,0.16,496.8390629829958,496.8390629829958
2021-04-06 14:00:00,58.58,67.0,6.25,0.17,492.7637623011723,492.7637623011723
2021-04-06 14:15:00,58.48,67.0,6.26,0.18,488.7568762758339,488.7568762758339
2021-04-06 14:30:00,58.34,67.0,6.23,0.17,481.3369388918482,481.3369388918482
2021-04-06 14:45:00,58.38,66.0,6.29,0.15,473.1408285077803,473.1408285077803
2021-04-06 15:00:00,58.16,66.0,6.25,0.16,465.1761953709721,465.1761953709721
2021-04-06 15:15:00,57.87,68.0,6.17,0.18,453.68300221712053,453.68300221712053
2021-04-06 15:30:00,57.68,68.0,6.18,0.18,426.89356521431927,426.89356521431927
2021-04-06 15:45:00,57.27,69.0,6.0,0.23,417.50811787214263,417.50811787214263
2021-04-06 16:00:00,57.03,69.0,5.96,0.24,405.0993341755079,405.0993341755079
2021-04-06 16:15:00,56.23,71.0,5.89,0.24,386.8402506117785,386.8402506117785
2021-04-06 16:30:00,56.04,72.0,5.83,0.25,368.318980692675,368.318980692675
2021-04-06 16:45:00,55.79,72.0,5.44,0.28,347.9933170028911,347.9933170028911
2021-04-06 17:00:00,55.47,72.0,5.33,0.3,326.3300378679463,326.3300378679463
2021-04-06 17:15:00,55.32,72.0,5.29,0.34,303.16917633918524,303.16917633918524
2021-04-06 17:30:00,54.83,73.0,5.11,0.34,273.826688205737,273.826688205737
2021-04-06 17:45:00,54.42,74.0,4.69,0.33,240.79564541427283,240.79564541427283
2021-04-06 18:00:00,53.82,75.0,4.46,0.36,208.2031042907742,208.2031042907742
2021-04-06 18:15:00,53.18,77.0,4.2,0.41,172.1420917345962,172.1420917345962
2021-04-06 18:30:00,52.56,78.0,3.98,0.59,126.33157769314622,126.33157769314622
2021-04-06 18:45:00,51.72,83.0,4.22,0.6,90.87522256870116,90.87522256870116
2021-04-06 19:00:00,51.05,84.0,3.97,0.67,53.56867629435712,53.56867629435712
2021-04-06 19:15:00,50.19,86.0,3.69,0.67,23.056456551778343,23.056456551778343
2021-04-06 19:30:00,49.27,88.0,3.4,0.67,0.0,0.0
2021-04-06 19:45:00,48.31,90.0,2.98,0.66,0.0,0.0
2021-04-06 20:00:00,47.64,91.0,2.79,0.67,0.0,0.0
2021-04-06 20:15:00,47.23,93.0,2.6,0.73,0.0,0.0
2021-04-06 20:30:00,46.91,94.0,2.5,0.74,0.0,0.0
2021-04-06 20:45:00,46.69,94.0,2.12,0.76,0.0,0.0
2021-04-06 21:00:00,46.66,94.0,2.03,0.7,0.0,0.0
2021-04-06 21:15:00,45.99,94.0,1.8,0.7,0.0,0.0
2021-04-06 21:30:00,45.69,95.0,1.76,0.7,0.0,0.0
2021-04-06 21:45:00,45.28,97.0,2.11,0.7,0.0,0.0
2021-04-06 22:00:00,45.24,97.0,1.97,0.76,0.0,0.0
2021-04-06 22:15:00,44.98,97.0,1.79,0.77,0.0,0.0
2021-04-06 22:30:00,44.73,97.0,1.59,0.77,0.0,0.0
2021-04-06 22:45:00,44.7,96.0,1.22,0.77,0.0,0.0
2021-04-06 23:00:00,44.48,97.0,1.18,0.78,0.0,0.0
2021-04-06 23:15:00,44.27,97.0,1.26,0.8,0.0,0.0
2021-04-06 23:30:00,44.08,98.0,1.42,0.83,0.0,0.0
2021-04-06 23:45:00,43.65,99.0,1.59,0.84,0.0,0.0
2021-04-07 00:00:00,43.39,100.0,1.65,0.87,0.0,0.0
2021-04-07 00:15:00,43.86,100.0,1.57,0.87,0.0,0.0
2021-04-07 00:30:00,43.75,100.0,1.56,0.86,0.0,0.0
2021-04-07 00:45:00,43.4,100.0,1.66,0.84,0.0,0.0
2021-04-07 01:00:00,43.29,100.0,1.67,0.85,0.0,0.0
2021-04-07 01:15:00,42.85,100.0,1.73,0.87,0.0,0.0
2021-04-07 01:30:00,42.69,100.0,1.81,0.88,0.0,0.0
2021-04-07 01:45:00,42.4,100.0,1.74,0.9,0.0,0.0
2021-04-07 02:00:00,42.3,100.0,1.73,0.92,0.0,0.0
2021-04-07 02:15:00,42.2,100.0,1.76,0.92,0.0,0.0
2021-04-07 02:30:00,42.12,100.0,1.77,0.93,0.0,0.0
2021-04-07 02:45:00,42.09,100.0,1.62,0.93,0.0,0.0
2021-04-07 03:00:00,42.75,100.0,1.67,0.94,0.0,0.0
2021-04-07 03:15:00,42.47,100.0,1.78,0.94,0.0,0.0
2021-04-07 03:30:00,42.37,100.0,1.74,0.94,0.0,0.0
2021-04-07 03:45:00,42.22,100.0,1.72,0.95,0.0,0.0
2021-04-07 04:00:00,42.16,100.0,1.71,0.95,0.0,0.0
2021-04-07 04:15:00,42.14,100.0,1.68,0.95,0.0,0.0
2021-04-07 04:30:00,42.15,100.0,1.74,0.96,0.0,0.0
2021-04-07 04:45:00,42.22,100.0,1.82,0.96,0.0,0.0
2021-04-07 05:00:00,42.46,100.0,1.68,0.96,0.0,0.0
2021-04-07 05:15:00,42.45,100.0,1.74,0.97,0.0,0.0
2021-04-07 05:30:00,42.43,100.0,1.84,0.97,0.0,0.0
2021-04-07 05:45:00,42.57,100.0,1.75,0.98,0.0,0.0
2021-04-07 06:00:00,42.24,100.0,1.81,0.98,0.0,0.0
2021-04-07 06:15:00,42.92,100.0,1.52,0.98,0.0,0.0
2021-04-07 06:30:00,42.82,100.0,1.52,0.97,0.0,0.0
2021-04-07 06:45:00,42.36,100.0,1.57,0.97,0.0,0.0
2021-04-07 07:00:00,42.4,100.0,1.58,0.96,0.0,0.0
2021-04-07 07:15:00,42.48,100.0,1.62,0.96,0.0,0.0
2021-04-07 07:30:00,42.62,100.0,1.67,0.96,5.029309759002727,5.029309759002727
2021-04-07 07:45:00,42.76,100.0,1.78,0.95,17.210502529625547,17.210502529625547
2021-04-07 08:00:00,43.13,98.0,2.09,0.95,31.188565270092496,31.188565270092496
2021-04-07 08:15:00,43.48,97.0,2.14,0.95,43.62302123156042,43.62302123156042
2021-04-07 08:30:00,43.88,96.0,2.18,0.94,60.37440612177832,60.37440612177832
2021-04-07 08:45:00,44.3,95.0,2.12,0.93,77.58158487749458,77.58158487749458
2021-04-07 09:00:00,44.7,94.0,2.23,0.92,97.28580754510388,97.28580754510388
2021-04-07 09:15:00,44.94,93.0,2.55,0.93,109.44671750014747,109.44671750014747
2021-04-07 09:30:00,45.4,92.0,2.68,0.91,136.49669095787357,136.49669095787357
2021-04-07 09:45:00,45.87,90.0,2.82,0.89,167.46461066578033,167.46461066578033
2021-04-07 10:00:00,46.27,89.0,2.97,0.88,190.84833950728816,190.84833950728816
2021-04-07 10:15:00,46.64,88.0,3.13,0.9,195.2368205980174,195.2368205980174
2021-04-07 10:30:00,47.2,85.0,3.45,0.92,205.72505859630036,205.72505859630036
2021-04-07 10:45:00,47.52,84.0,3.72,0.94,207.61273707986987,207.61273707986987
2021-04-07 11:00:00,47.89,82.0,3.97,0.94,226.77171203922262,226.77171203922262
2021-04-07 11:15:00,47.97,81.0,4.21,0.94,241.98927575114462,241.98927575114462
2021-04-07 11:30:00,48.4,80.0,4.51,0.93,265.5822611843175,265.5822611843175
2021-04-07 11:45:00,48.95,79.0,4.8,0.92,288.13000646472443,288.13000646472443
2021-04-07 12:00:00,49.57,77.0,5.12,0.9,320.99003660834717,320.99003660834717
2021-04-07 12:15:00,50.04,77.0,5.47,0.87,352.52512787833547,352.52512787833547
2021-04-07 12:30:00,50.51,76.0,5.83,0.84,383.86027141162685,383.86027141162685
2021-04-07 12:45:00,50.84,76.0,6.15,0.81,407.789361846304,407.789361846304
2021-04-07 13:00:00,50.8,77.0,6.39,0.79,419.3277450171129,419.3277450171129
2021-04-07 13:15:00,51.28,76.0,6.86,0.76,441.18130135870956,441.18130135870956
2021-04-07 13:30:00,51.52,75.0,7.09,0.74,452.55564762849656,452.55564762849656
2021-04-07 13:45:00,51.57,75.0,7.86,0.73,461.12218116671824,461.12218116671824
2021-04-07 14:00:00,51.67,74.0,7.97,0.72,463.5839064244101,463.5839064244101
2021-04-07 14:15:00,51.71,74.0,8.03,0.72,458.93401840648994,458.93401840648994
2021-04-07 14:30:00,51.86,73.0,8.07,0.72,454.95441102306614,454.95441102306614
2021-04-07 14:45:00,52.12,72.0,6.73,0.72,436.59281982287246,436.59281982287246
2021-04-07 15:00:00,52.14,72.0,6.75,0.71,430.8012301732638,430.8012301732638
2021-04-07 15:15:00,51.58,73.0,6.37,0.74,403.5172655191251,403.5172655191251
2021-04-07 15:30:00,51.44,74.0,6.25,0.75,383.7690441375943,383.7690441375943
2021-04-07 15:45:00,51.29,74.0,6.74,0.75,375.0344007841466,375.0344007841466
2021-04-07 16:00:00,51.22,74.0,6.72,0.73,366.43363400450534,366.43363400450534
2021-04-07 16:15:00,49.9,78.0,7.01,0.73,343.16768444957916,343.16768444957916
2021-04-07 16:30:00,49.89,79.0,6.93,0.72,324.7303094300933,324.7303094300933
2021-04-07 16:45:00,49.87,79.0,6.88,0.7,309.8101354745695,309.8101354745695
2021-04-07 17:00:00,49.79,80.0,6.8,0.69,287.71510875125205,287.71510875125205
2021-04-07 17:15:00,49.9,79.0,7.05,0.67,272.47662305883927,272.47662305883927
2021-04-07 17:30:00,49.74,79.0,6.92,0.65,249.86943030169795,249.86943030169795
2021-04-07 17:45:00,49.43,81.0,6.73,0.63,221.62381745846812,221.62381745846812
2021-04-07 18:00:00,49.18,82.0,6.58,0.63,190.54267699408683,190.54267699408683
2021-04-07 18:15:00,48.86,82.0,6.57,0.71,148.04396321145506,148.04396321145506
2021-04-07 18:30:00,48.6,83.0,6.38,0.72,115.46200056731561,115.46200056731561
2021-04-07 18:45:00,48.28,84.0,6.29,0.73,83.74313562334562,83.74313562334562
2021-04-07 19:00:00,47.85,85.0,6.11,0.73,53.41086268903808,53.41086268903808
2021-04-07 19:15:00,47.27,87.0,6.1,0.73,23.374114398901924,23.374114398901924
2021-04-07 19:30:00,46.8,88.0,5.89,0.73,0.0,0.0
2021-04-07 19:45:00,46.34,89.0,5.48,0.72,0.0,0.0
2021-04-07 20:00:00,45.97,90.0,5.32,0.71,0.0,0.0
2021-04-07 20:15:00,45.63,91.0,5.35,0.7,0.0,0.0
2021-04-07 20:30:00,45.38,91.0,5.22,0.69,0.0,0.0
2021-04-07 20:45:00,45.17,91.0,5.01,0.67,0.0,0.0
2021-04-07 21:00:00,45.16,84.0,4.92,0.65,0.0,0.0
2021-04-07 21:15:00,44.88,91.0,4.72,0.57,0.0,0.0
2021-04-07 21:30:00,44.41,83.0,4.32,0.53,0.0,0.0
2021-04-07 21:45:00,44.1,84.0,3.55,0.5,0.0,0.0
2021-04-07 22:00:00,43.89,83.0,3.46,0.47,0.0,0.0
2021-04-07 22:15:00,43.77,83.0,3.41,0.47,0.0,0.0
2021-04-07 22:30:00,43.94,84.0,3.41,0.63,0.0,0.0
2021-04-07 22:45:00,43.95,84.0,3.94,0.64,0.0,0.0
2021-04-07 23:00:00,43.79,84.0,3.95,0.63,0.0,0.0
2021-04-07 23:15:00,43.66,84.0,3.96,0.63,0.0,0.0
2021-04-07 23:30:00,43.5,84.0,3.98,0.64,0.0,0.0
2021-04-07 23:45:00,43.19,84.0,3.36,0.63,0.0,0.0
2021-04-08 00:00:00,42.89,84.0,3.39,0.62,0.0,0.0
2021-04-08 00:15:00,42.73,84.0,3.4,0.58,0.0,0.0
2021-04-08 00:30:00,42.68,84.0,3.46,0.6,0.0,0.0
2021-04-08 00:45:00,42.79,82.0,4.12,0.62,0.0,0.0
2021-04-08 01:00:00,42.63,83.0,4.19,0.58,0.0,0.0
2021-04-08 01:15:00,42.44,83.0,4.24,0.55,0.0,0.0
2021-04-08 01:30:00,42.24,84.0,4.28,0.52,0.0,0.0
2021-04-08 01:45:00,42.31,86.0,3.77,0.5,0.0,0.0
2021-04-08 02:00:00,42.27,86.0,3.89,0.49,0.0,0.0
2021-04-08 02:15:00,42.43,86.0,3.69,0.61,0.0,0.0
2021-04-08 02:30:00,42.24,87.0,3.69,0.61,0.0,0.0
2021-04-08 02:45:00,42.09,87.0,3.49,0.61,0.0,0.0
2021-04-08 03:00:00,42.12,88.0,3.49,0.63,0.0,0.0
2021-04-08 03:15:00,41.98,88.0,3.5,0.63,0.0,0.0
2021-04-08 03:30:00,41.83,88.0,3.57,0.68,0.0,0.0
2021-04-08 03:45:00,41.7,87.0,4.17,0.65,0.0,0.0
2021-04-08 04:00:00,42.0,87.0,3.92,0.83,0.0,0.0
2021-04-08 04:15:00,41.81,87.0,3.91,0.83,0.0,0.0
2021-04-08 04:30:00,41.78,87.0,3.48,0.82,0.0,0.0
2021-04-08 04:45:00,41.57,87.0,3.47,0.82,0.0,0.0
2021-04-08 05:00:00,41.42,88.0,3.45,0.81,0.0,0.0
2021-04-08 05:15:00,41.42,88.0,3.22,0.79,0.0,0.0
2021-04-08 05:30:00,41.0,89.0,3.52,0.78,0.0,0.0
2021-04-08 05:45:00,40.93,89.0,3.51,0.77,0.0,0.0
2021-04-08 06:00:00,40.98,88.0,3.71,0.82,0.0,0.0
2021-04-08 06:15:00,40.79,89.0,3.73,0.8,0.0,0.0
2021-04-08 06:30:00,40.81,90.0,3.85,0.81,0.0,0.0
2021-04-08 06:45:00,40.52,90.0,4.05,0.76,0.0,0.0
2021-04-08 07:00:00,40.4,89.0,3.96,0.59,7.144890653188371,7.144890653188371
2021-04-08 07:15:00,40.72,89.0,3.97,0.57,38.54715855249898,38.54715855249898
2021-04-08 07:30:00,41.18,88.0,4.0,0.55,71.48135538539992,71.48135538539992
2021-04-08 07:45:00,41.63,87.0,4.06,0.54,104.69932007911922,104.69932007911922
2021-04-08 08:00:00,42.35,85.0,4.22,0.51,141.40279386957968,141.40279386957968
2021-04-08 08:15:00,43.27,83.0,4.46,0.47,179.87242994252497,179.87242994252497
2021-04-08 08:30:00,44.53,80.0,4.57,0.41,219.87476996925986,219.87476996925986
2021-04-08 08:45:00,45.52,78.0,4.91,0.37,257.3359561271779,257.3359561271779
2021-04-08 09:00:00,46.44,75.0,5.18,0.36,294.6282967819236,294.6282967819236
2021-04-08 09:15:00,47.29,73.0,5.53,0.45,326.69279046037695,326.69279046037695
2021-04-08 09:30:00,48.08,71.0,5.89,0.43,360.88877784621377,360.88877784621377
2021-04-08 09:45:00,49.09,69.0,6.32,0.42,392.65223913217,392.65223913217
2021-04-08 10:00:00,49.66,68.0,6.67,0.38,419.4137111899503,419.4137111899503
2021-04-08 10:15:00,50.35,67.0,7.02,0.36,441.9219407417089,441.9219407417089
2021-04-08 10:30:00,51.01,66.0,7.37,0.35,460.79946497001004,460.79946497001004
2021-04-08 10:45:00,51.7,66.0,7.8,0.33,474.5772925410648,474.5772925410648
2021-04-08 11:00:00,52.19,65.0,8.12,0.3,484.9478897930866,484.9478897930866
2021-04-08 11:15:00,52.62,64.0,8.42,0.28,491.70891189217093,491.70891189217093
2021-04-08 11:30:00,53.46,63.0,8.67,0.27,495.1836726187921,495.1836726187921
2021-04-08 11:45:00,53.75,63.0,8.93,0.26,494.781912767348,494.781912767348
2021-04-08 12:00:00,54.16,63.0,9.05,0.28,492.5458277766561,492.5458277766561
2021-04-08 12:15:00,54.39,63.0,9.23,0.28,488.15453014963606,488.15453014963606
2021-04-08 12:30:00,54.58,64.0,9.39,0.27,482.5559536812363,482.5559536812363
2021-04-08 12:45:00,54.57,65.0,8.5,0.27,477.6303958041062,477.6303958041062
2021-04-08 13:00:00,54.85,64.0,8.57,0.22,473.5015116303515,473.5015116303515
2021-04-08 13:15:00,54.65,65.0,9.2,0.23,468.7759294998001,468.7759294998001
2021-04-08 13:30:00,54.63,65.0,10.23,0.23,463.8087638233239,463.8087638233239
2021-04-08 13:45:00,54.82,65.0,10.29,0.23,461.5152973198801,461.5152973198801
2021-04-08 14:00:00,54.9,64.0,10.44,0.21,460.25126633145635,460.25126633145635
2021-04-08 14:15:00,55.03,64.0,10.49,0.2,459.8878008973026,459.8878008973026
2021-04-08 14:30:00,55.16,64.0,10.29,0.19,459.53081541481254,459.53081541481254
2021-04-08 14:45:00,55.09,64.0,10.2,0.29,460.2056285780551,460.2056285780551
2021-04-08 15:00:00,55.1,64.0,10.16,0.28,459.4115411640824,459.4115411640824
2021-04-08 15:15:00,55.09,64.0,10.06,0.29,457.4204726488789,457.4204726488789
2021-04-08 15:30:00,54.62,65.0,9.86,0.32,452.6445327999493,452.6445327999493
2021-04-08 15:45:00,53.66,68.0,9.75,0.32,442.438190640185,442.438190640185
2021-04-08 16:00:00,53.52,68.0,9.62,0.31,432.0205497183671,432.0205497183671
2021-04-08 16:15:00,53.26,69.0,9.5,0.32,417.87350108873056,417.87350108873056
2021-04-08 16:30:00,53.1,69.0,9.42,0.32,401.9790529747003,401.9790529747003
2021-04-08 16:45:00,52.93,69.0,9.22,0.32,382.14734567017024,382.14734567017024
2021-04-08 17:00:00,52.72,69.0,8.99,0.33,359.2155072014696,359.2155072014696
2021-04-08 17:15:00,52.39,70.0,8.84,0.36,332.3325586302319,332.3325586302319
2021-04-08 17:30:00,52.04,70.0,8.67,0.37,303.581521292396,303.581521292396
2021-04-08 17:45:00,51.76,70.0,8.34,0.37,270.9884205772536,270.9884205772536
2021-04-08 18:00:00,51.41,71.0,8.37,0.39,236.7388660935503,236.7388660935503
2021-04-08 18:15:00,51.0,72.0,8.04,0.35,198.6562153600019,198.6562153600019
2021-04-08 18:30:00,50.46,72.0,7.7,0.3,159.31237395440235,159.31237395440235
2021-04-08 18:45:00,49.89,73.0,7.24,0.26,117.50353574570002,117.50353574570002
2021-04-08 19:00:00,49.2,74.0,6.71,0.24,76.5405505316318,76.5405505316318
2021-04-08 19:15:00,48.34,75.0,6.05,0.23,36.54659890954286,36.54659890954286
2021-04-08 19:30:00,47.07,77.0,5.1,0.23,0.0,0.0
2021-04-08 19:45:00,46.21,78.0,4.46,0.24,0.0,0.0
2021-04-08 20:00:00,45.4,80.0,4.1,0.24,0.0,0.0
2021-04-08 20:15:00,44.84,80.0,3.83,0.25,0.0,0.0
2021-04-08 20:30:00,44.06,81.0,3.57,0.25,0.0,0.0
2021-04-08 20:45:00,43.65,82.0,3.42,0.26,0.0,0.0
2021-04-08 21:00:00,43.53,81.0,3.47,0.24,0.0,0.0
2021-04-08 21:15:00,43.16,81.0,3.23,0.24,0.0,0.0
2021-04-08 21:30:00,42.73,81.0,3.14,0.24,0.0,0.0
2021-04-08 21:45:00,42.34,81.0,2.94,0.24,0.0,0.0
2021-04-08 22:00:00,42.0,82.0,2.81,0.24,0.0,0.0
2021-04-08 22:15:00,41.65,82.0,2.73,0.25,0.0,0.0
2021-04-08 22:30:00,41.21,83.0,2.65,0.25,0.0,0.0
2021-04-08 22:45:00,40.92,82.0,2.78,0.25,0.0,0.0
2021-04-08 23:00:00,40.66,82.0,2.81,0.25,0.0,0.0
2021-04-08 23:15:00,40.43,82.0,2.8,0.25,0.0,0.0
2021-04-08 23:30:00,40.24,83.0,2.78,0.25,0.0,0.0
2021-04-08 23:45:00,39.77,85.0,2.22,0.25,0.0,0.0
2021-04-09 00:00:00,39.61,86.0,2.18,0.25,0.0,0.0
2021-04-09 00:15:00,39.47,86.0,2.13,0.25,0.0,0.0
2021-04-09 00:30:00,39.28,86.0,1.96,0.24,0.0,0.0
2021-04-09 00:45:00,38.96,87.0,2.11,0.25,0.0,0.0
2021-04-09 01:00:00,38.88,88.0,2.07,0.26,0.0,0.0
2021-04-09 01:15:00,38.89,90.0,2.2,0.34,0.0,0.0
2021-04-09 01:30:00,38.98,89.0,2.52,0.37,0.0,0.0
2021-04-09 01:45:00,38.86,91.0,2.49,0.39,0.0,0.0
2021-04-09 02:00:00,38.77,91.0,2.5,0.41,0.0,0.0
2021-04-09 02:15:00,38.7,92.0,2.53,0.42,0.0,0.0
2021-04-09 02:30:00,39.18,93.0,2.13,0.59,0.0,0.0
2021-04-09 02:45:00,39.17,93.0,2.24,0.59,0.0,0.0
2021-04-09 03:00:00,39.16,93.0,2.34,0.59,0.0,0.0
2021-04-09 03:15:00,39.33,95.0,2.37,0.7,0.0,0.0
2021-04-09 03:30:00,39.43,95.0,2.34,0.69,0.0,0.0
2021-04-09 03:45:00,39.32,95.0,2.61,0.7,0.0,0.0
2021-04-09 04:00:00,39.39,95.0,2.51,0.71,0.0,0.0
2021-04-09 04:15:00,39.51,95.0,2.46,0.72,0.0,0.0
2021-04-09 04:30:00,39.9,96.0,2.07,0.73,0.0,0.0
2021-04-09 04:45:00,40.03,96.0,2.02,0.75,0.0,0.0
2021-04-09 05:00:00,39.9,95.0,2.28,0.71,0.0,0.0
2021-04-09 05:15:00,40.02,95.0,2.2,0.74,0.0,0.0
2021-04-09 05:30:00,40.16,95.0,1.87,0.76,0.0,0.0
2021-04-09 05:45:00,40.27,95.0,1.78,0.79,0.0,0.0
2021-04-09 06:00:00,40.69,94.0,1.47,0.82,0.0,0.0
2021-04-09 06:15:00,40.52,95.0,1.56,0.81,0.0,0.0
2021-04-09 06:30:00,40.38,95.0,1.9,0.83,0.0,0.0
2021-04-09 06:45:00,40.46,95.0,1.98,0.82,0.0,0.0
2021-04-09 07:00:00,40.68,94.0,2.03,0.82,0.0,0.0
2021-04-09 07:15:00,41.2,93.0,2.15,0.9,11.083298241328531,11.083298241328531
2021-04-09 07:30:00,41.37,92.0,2.15,0.9,27.0885593989589,27.0885593989589
2021-04-09 07:45:00,41.76,91.0,2.14,0.89,45.70477578824867,45.70477578824867
2021-04-09 08:00:00,42.0,91.0,2.18,0.94,47.31338502158597,47.31338502158597
2021-04-09 08:15:00,42.47,90.0,2.2,0.94,61.9419267989281,61.9419267989281
2021-04-09 08:30:00,43.1,89.0,2.01,0.93,79.31721847143037,79.31721847143037
2021-04-09 08:45:00,43.61,88.0,2.1,0.92,99.804725252638,99.804725252638
2021-04-09 09:00:00,44.08,86.0,2.34,0.92,119.92088960727249,119.92088960727249
2021-04-09 09:15:00,44.4,85.0,2.83,0.88,162.00555730288764,162.00555730288764
2021-04-09 09:30:00,44.96,82.0,3.35,0.86,201.03050596731617,201.03050596731617
2021-04-09 09:45:00,45.51,81.0,3.62,0.84,233.5036120302411,233.5036120302411
2021-04-09 10:00:00,45.99,80.0,3.9,0.84,255.54917872845985,255.54917872845985
2021-04-09 10:15:00,46.18,81.0,3.99,0.9,231.80178245637515,231.80178245637515
2021-04-09 10:30:00,46.64,80.0,4.3,0.89,258.06293254054236,258.06293254054236
2021-04-09 10:45:00,47.22,78.0,4.54,0.89,279.23993856105164,279.23993856105164
2021-04-09 11:00:00,47.55,78.0,4.85,0.88,301.27361909986115,301.27361909986115
2021-04-09 11:15:00,47.8,79.0,5.16,0.86,325.78570692847484,325.78570692847484
2021-04-09 11:30:00,48.2,78.0,5.18,0.84,350.8548962449705,350.8548962449705
2021-04-09 11:45:00,48.36,78.0,5.58,0.83,369.9999776815975,369.9999776815975
2021-04-09 12:00:00,48.63,77.0,5.9,0.82,389.41162354350314,389.41162354350314
2021-04-09 12:15:00,48.8,77.0,6.17,0.81,403.2818462300198,403.2818462300198
2021-04-09 12:30:00,48.96,77.0,6.42,0.81,409.6795744271754,409.6795744271754
2021-04-09 12:45:00,49.44,76.0,6.02,0.81,409.240571756459,409.240571756459
2021-04-09 13:00:00,49.27,77.0,6.53,0.87,377.0883314610293,377.0883314610293
2021-04-09 13:15:00,49.36,77.0,6.62,0.87,377.9452906968139,377.9452906968139
2021-04-09 13:30:00,49.2,78.0,7.55,0.87,385.9502494836284,385.9502494836284
2021-04-09 13:45:00,49.27,78.0,7.56,0.87,383.4125965165269,383.4125965165269
2021-04-09 14:00:00,48.83,79.0,7.72,0.86,385.0372132631866,385.0372132631866
2021-04-09 14:15:00,48.82,79.0,7.8,0.86,381.0674108832666,381.0674108832666
2021-04-09 14:30:00,48.73,79.0,6.96,0.85,370.0638420887546,370.0638420887546
2021-04-09 14:45:00,48.67,79.0,7.06,0.84,369.7347269816327,369.7347269816327
2021-04-09 15:00:00,49.08,79.0,7.26,0.85,357.6192303981282,357.6192303981282
2021-04-09 15:15:00,48.89,78.0,7.26,0.84,355.85187814937393,355.85187814937393
2021-04-09 15:30:00,48.44,79.0,8.31,0.84,353.83227994559684,353.83227994559684
2021-04-09 15:45:00,48.25,79.0,8.34,0.83,345.9216815344013,345.9216815344013
2021-04-09 16:00:00,48.11,79.0,8.38,0.81,340.82606855466577,340.82606855466577
2021-04-09 16:15:00,48.03,78.0,8.38,0.79,334.9020329183772,334.9020329183772
2021-04-09 16:30:00,47.64,78.0,8.17,0.76,325.5480342709574,325.5480342709574
2021-04-09 16:45:00,47.59,78.0,8.13,0.73,314.3617181888476,314.3617181888476
2021-04-09 17:00:00,47.49,78.0,8.11,0.72,294.54601349312435,294.54601349312435
2021-04-09 17:15:00,47.49,77.0,8.11,0.67,283.990638371826,283.990638371826
2021-04-09 17:30:00,47.42,77.0,8.11,0.66,260.1915800615363,260.1915800615363
2021-04-09 17:45:00,47.22,77.0,8.11,0.65,234.00461836176976,234.00461836176976
2021-04-09 18:00:00,47.03,78.0,8.06,0.65,202.43888428733564,202.43888428733564
2021-04-09 18:15:00,46.82,78.0,8.07,0.78,146.94910204242336,146.94910204242336
2021-04-09 18:30:00,46.42,78.0,7.89,0.8,113.32196820103864,113.32196820103864
2021-04-09 18:45:00,46.22,78.0,7.8,0.81,82.53959508071404,82.53959508071404
2021-04-09 19:00:00,45.83,79.0,7.65,0.8,53.645166523566566,53.645166523566566
2021-04-09 19:15:00,45.45,79.0,7.45,0.78,25.195253967726785,25.195253967726785
2021-04-09 19:30:00,44.97,80.0,7.09,0.75,0.0,0.0
2021-04-09 19:45:00,44.54,80.0,6.72,0.65,0.0,0.0
2021-04-09 20:00:00,44.34,80.0,6.71,0.64,0.0,0.0
2021-04-09 20:15:00,43.99,80.0,6.45,0.61,0.0,0.0
2021-04-09 20:30:00,43.63,80.0,6.17,0.59,0.0,0.0
2021-04-09 20:45:00,43.31,81.0,5.92,0.58,0.0,0.0
2021-04-09 21:00:00,43.1,80.0,5.65,0.6,0.0,0.0
2021-04-09 21:15:00,42.94,80.0,5.56,0.66,0.0,0.0
2021-04-09 21:30:00,,,,,,
2021-04-09 21:45:00,,,,,,
2021-04-09 22:00:00,,,,,,
2021-04-09 22:15:00,,,,,,
2021-04-09 22:30:00,,,,,,
2021-04-09 22:45:00,,,,,,
